mTurkCode,Consent1,Consent2,Consent3,Consent4,Consent5,ethnicity,education,marital_status,age,gender,income,parent_income,country_born,usa_years,religion,Instruct1,Instruct2,Instruct3,Comprehension1,Comprehension2,Comprehension3,Comprehension4,Comprehension5,cue,vig,vig,assault_lo_solo_1_1,cue,vig,vig,assault_lo_solo_2_1,cue,vig,vig,rev,assault_lo_group0_1_1,cue,vig,vig,rev,assault_lo_group0_2_1,cue,vig,vig,rev,assault_lo_group1_1_1,cue,vig,vig,rev,assault_lo_group1_2_1,cue,vig,vig,rev,assault_lo_group2_1_1,cue,vig,vig,rev,assault_lo_group2_2_1,cue,vig,vig,rev,assault_lo_group3_1_1,cue,vig,vig,rev,assault_lo_group3_2_1,cue,vig,vig,rev,assault_lo_group4_1_1,cue,vig,vig,rev,assault_lo_group4_2_1,cue,vig,vig,assault_hi_solo_1_1,cue,vig,vig,assault_hi_solo_2_1,cue,vig,vig,rev,assault_hi_group0_1_1,cue,vig,vig,rev,assault_hi_group0_2_1,cue,vig,vig,rev,assault_hi_group1_1_1,cue,vig,vig,rev,assault_hi_group1_2_1,cue,vig,vig,rev,assault_hi_group2_1_1,cue,vig,vig,rev,assault_hi_group2_2_1,cue,vig,vig,rev,assault_hi_group3_1_1,cue,vig,vig,rev,assault_hi_group3_2_1,cue,vig,vig,rev,assault_hi_group4_1_1,cue,vig,vig,rev,assault_hi_group4_2_1,cue,vig,vig,theft_lo_solo_1_1,cue,vig,vig,theft_lo_solo_2_1,cue,vig,vig,rev,theft_lo_group0_1_1,cue,vig,vig,rev,theft_lo_group0_2_1,cue,vig,vig,rev,theft_lo_group1_1_1,cue,vig,vig,rev,theft_lo_group1_2_1,cue,vig,vig,rev,theft_lo_group2_1_1,cue,vig,vig,rev,theft_lo_group2_2_1,cue,vig,vig,rev,theft_lo_group3_1_1,cue,vig,vig,rev,theft_lo_group3_2_1,cue,vig,vig,rev,theft_lo_group4_1_1,cue,vig,vig,rev,theft_lo_group4_2_1,cue,vig,vig,theft_hi_solo_1_1,cue,vig,vig,theft_hi_solo_2_1,cue,vig,vig,rev,theft_hi_group0_1_1,cue,vig,vig,rev,theft_hi_group0_2_1,cue,vig,vig,rev,theft_hi_group1_1_1,cue,vig,vig,rev,theft_hi_group1_2_1,cue,vig,vig,rev,theft_hi_group2_1_1,cue,vig,vig,rev,theft_hi_group2_2_1,cue,vig,vig,rev,theft_hi_group3_1_1,cue,vig,vig,rev,theft_hi_group3_2_1,cue,vig,vig,rev,theft_hi_group4_1_1,cue,vig,vig,rev,theft_hi_group4_2_1,catch_1,catch_2,suspicion,debrief,DO-BR-FL_9
6833097,1,1,1,1,1,1,16,1,45,1,5,5,USA,45,5,1,1,1,4,2,4,1,1,1,,1,100,1,,1,0,1,,1,1,46,1,,1,1,23,1,,1,1,35,1,,1,1,33,1,,1,1,62,1,,1,1,67,1,,1,1,72,1,,1,1,100,1,,1,1,39,1,,1,1,77,1,,1,70,1,,1,76,1,,1,1,56,1,,1,1,33,1,,1,1,68,1,,1,1,39,1,,1,1,36,1,,1,1,71,1,,1,1,75,1,,1,1,60,1,,1,1,100,1,,1,1,73,1,,1,59,1,,1,1,1,,1,1,25,1,,1,1,0,1,,1,1,34,1,,1,1,17,1,,1,1,37,1,,1,1,41,1,,1,1,70,1,,1,1,65,1,,1,1,65,1,,1,1,76,1,,1,40,1,,1,40,1,,1,1,28,1,,1,1,51,1,,1,1,36,1,,1,1,40,1,,1,1,65,1,,1,1,61,1,,1,1,67,1,,1,1,72,1,,1,1,66,1,,1,1,75,1,That means violent.,6,1,assault_lo_group4_2|theft_lo_group4_1|assault_lo_solo_1|assault_hi_solo_2|theft_lo_group2_1|theft_lo_group1_2|theft_lo_group3_2|theft_hi_group0_2|assault_lo_group2_1|theft_lo_group1_1|theft_lo_group0_1|theft_lo_solo_1|assault_hi_group4_1|assault_lo_group4_1|theft_lo_group2_2|assault_hi_group0_1|assault_lo_group3_1|theft_hi_group4_1|assault_lo_group2_2|assault_hi_group3_2|assault_hi_group1_1|theft_hi_group1_1|theft_hi_solo_1|assault_hi_group4_2|theft_hi_solo_2|assault_hi_group2_1|assault_hi_solo_1|assault_lo_group3_2|assault_lo_solo_2|theft_hi_group1_2|theft_hi_group2_1|theft_hi_group3_1|catch_2|assault_lo_group1_2|theft_hi_group2_2|assault_hi_group2_2|theft_hi_group0_1|catch_1|assault_hi_group3_1|assault_hi_group0_2|theft_lo_solo_2|assault_lo_group0_1|assault_lo_group1_1|theft_lo_group4_2|theft_lo_group3_1|theft_hi_group3_2|assault_lo_group0_2|theft_lo_group0_2|assault_hi_group1_2|theft_hi_group4_2
2336404,1,1,1,1,1,1,17,4,24,1,4,3,usa,24,5,1,1,1,4,2,4,1,1,1,,1,70,1,,1,64,1,,1,1,47,1,,1,1,56,1,,1,1,58,1,,1,1,47,1,,1,1,60,1,,1,1,74,1,,1,1,57,1,,1,1,62,1,,1,1,67,1,,1,1,80,1,,1,56,1,,1,57,1,,1,1,60,1,,1,1,58,1,,1,1,66,1,,1,1,49,1,,1,1,66,1,,1,1,57,1,,1,1,59,1,,1,1,60,1,,1,1,49,1,,1,1,69,1,,1,58,1,,1,72,1,,1,1,59,1,,1,1,77,1,,1,1,62,1,,1,1,57,1,,1,1,55,1,,1,1,60,1,,1,1,57,1,,1,1,61,1,,1,1,57,1,,1,1,56,1,,1,55,1,,1,65,1,,1,1,78,1,,1,1,58,1,,1,1,55,1,,1,1,59,1,,1,1,51,1,,1,1,47,1,,1,1,64,1,,1,1,58,1,,1,1,47,1,,1,1,58,1,we will get a fear of police by our activity is called crime.,5,1,catch_1|assault_hi_group4_2|theft_hi_group0_1|assault_lo_solo_1|assault_hi_group1_1|assault_lo_group0_1|assault_lo_group0_2|theft_hi_group4_2|assault_lo_group3_2|assault_lo_solo_2|catch_2|theft_lo_group2_1|assault_hi_group0_1|theft_lo_group3_2|theft_hi_solo_1|assault_hi_group0_2|assault_hi_solo_2|assault_lo_group4_2|theft_hi_group0_2|assault_lo_group1_2|theft_hi_group1_2|assault_lo_group4_1|assault_hi_group1_2|theft_lo_group0_1|theft_hi_group3_1|assault_hi_solo_1|theft_lo_group2_2|theft_lo_group1_1|assault_lo_group3_1|theft_hi_group2_1|theft_hi_group3_2|theft_hi_group1_1|theft_lo_group4_1|theft_lo_group4_2|theft_hi_group2_2|assault_lo_group2_2|theft_hi_solo_2|assault_hi_group2_2|assault_hi_group3_2|theft_lo_solo_1|theft_lo_solo_2|assault_hi_group3_1|assault_hi_group4_1|assault_hi_group2_1|theft_lo_group0_2|theft_lo_group1_2|assault_lo_group1_1|theft_lo_group3_1|assault_lo_group2_1|theft_hi_group4_1
4105141,1,1,1,1,1,1,20,1,43,1,3,3,US,45,5,1,1,1,4,2,4,1,1,1,,1,51,1,,1,26,1,,1,1,0,1,,1,1,0,1,,1,1,3,1,,1,1,24,1,,1,1,51,1,,1,1,51,1,,1,1,82,1,,1,1,79,1,,1,1,100,1,,1,1,100,1,,1,75,1,,1,75,1,,1,1,0,1,,1,1,0,1,,1,1,1,1,,1,1,25,1,,1,1,51,1,,1,1,51,1,,1,1,80,1,,1,1,78,1,,1,1,100,1,,1,1,100,1,,1,51,1,,1,51,1,,1,1,5,1,,1,1,0,1,,1,1,0,1,,1,1,16,1,,1,1,51,1,,1,1,51,1,,1,1,78,1,,1,1,78,1,,1,1,100,1,,1,1,100,1,,1,42,1,,1,74,1,,1,1,0,1,,1,1,0,1,,1,1,9,1,,1,1,1,1,,1,1,51,1,,1,1,51,1,,1,1,79,1,,1,1,78,1,,1,1,100,1,,1,1,100,1,A crimE is an act done by a person which is against the laws of a country or region. ,4,1,assault_hi_solo_1|theft_hi_solo_1|theft_hi_solo_2|assault_hi_solo_2|assault_lo_group3_1|theft_hi_group0_1|assault_lo_group1_2|theft_lo_group0_1|theft_hi_group1_1|theft_hi_group2_1|catch_1|theft_hi_group4_2|theft_lo_group1_1|assault_hi_group1_1|assault_hi_group4_1|assault_hi_group0_2|theft_hi_group1_2|theft_lo_group2_1|assault_hi_group2_1|theft_lo_group4_1|assault_hi_group4_2|assault_lo_group1_1|theft_lo_group4_2|theft_lo_group1_2|theft_hi_group0_2|assault_hi_group3_2|theft_hi_group3_2|theft_lo_group3_1|assault_lo_group3_2|assault_lo_group4_2|theft_hi_group2_2|assault_lo_group0_1|theft_lo_group2_2|assault_lo_group2_2|assault_hi_group0_1|assault_lo_solo_1|assault_hi_group3_1|assault_lo_solo_2|theft_hi_group4_1|theft_hi_group3_1|theft_lo_group3_2|assault_lo_group4_1|theft_lo_solo_1|assault_lo_group0_2|assault_hi_group1_2|assault_hi_group2_2|theft_lo_group0_2|assault_lo_group2_1|theft_lo_solo_2|catch_2
8961558,1,1,1,1,1,1,17,4,24,1,3,4,usa,24,5,1,1,1,4,2,4,1,1,1,,1,67,1,,1,70,1,,1,1,38,1,,1,1,71,1,,1,1,64,1,,1,1,80,1,,1,1,67,1,,1,1,78,1,,1,1,63,1,,1,1,69,1,,1,1,75,1,,1,1,84,1,,1,75,1,,1,73,1,,1,1,88,1,,1,1,86,1,,1,1,75,1,,1,1,35,1,,1,1,75,1,,1,1,78,1,,1,1,70,1,,1,1,70,1,,1,1,75,1,,1,1,66,1,,1,69,1,,1,68,1,,1,1,84,1,,1,1,85,1,,1,1,38,1,,1,1,38,1,,1,1,73,1,,1,1,78,1,,1,1,78,1,,1,1,73,1,,1,1,27,1,,1,1,90,1,,1,59,1,,1,79,1,,1,1,36,1,,1,1,63,1,,1,1,37,1,,1,1,74,1,,1,1,87,1,,1,1,92,1,,1,1,65,1,,1,1,69,1,,1,1,89,1,,1,1,76,1,doing illegal activities in the society is called crime.,4,1,assault_lo_group0_2|assault_hi_group4_1|assault_hi_group0_1|assault_hi_solo_1|assault_lo_group1_2|theft_hi_group4_2|assault_hi_group3_2|assault_hi_group2_2|assault_lo_group4_2|theft_lo_group3_2|theft_hi_group0_1|theft_hi_group1_2|theft_lo_group1_1|theft_lo_group0_1|assault_hi_solo_2|theft_hi_group2_1|assault_lo_group1_1|assault_lo_solo_2|catch_2|assault_lo_group2_1|theft_lo_group2_1|theft_lo_group2_2|theft_lo_group0_2|assault_hi_group2_1|theft_hi_solo_2|assault_hi_group1_2|theft_lo_solo_1|assault_lo_group4_1|theft_hi_group2_2|catch_1|theft_lo_group3_1|assault_hi_group4_2|theft_hi_group4_1|theft_lo_group4_1|assault_hi_group1_1|assault_lo_group3_1|theft_lo_group1_2|assault_lo_group3_2|theft_hi_group3_2|assault_hi_group3_1|theft_lo_group4_2|assault_lo_solo_1|theft_lo_solo_2|assault_lo_group0_1|theft_hi_solo_1|theft_hi_group1_1|theft_hi_group0_2|assault_hi_group0_2|theft_hi_group3_1|assault_lo_group2_2
5189850,1,1,1,1,1,1,18,4,24,1,3,5,usa,24,5,1,1,1,4,2,4,1,1,1,,1,60,1,,1,71,1,,1,1,33,1,,1,1,70,1,,1,1,61,1,,1,1,69,1,,1,1,65,1,,1,1,68,1,,1,1,67,1,,1,1,65,1,,1,1,75,1,,1,1,40,1,,1,60,1,,1,82,1,,1,1,71,1,,1,1,32,1,,1,1,63,1,,1,1,65,1,,1,1,64,1,,1,1,72,1,,1,1,58,1,,1,1,61,1,,1,1,65,1,,1,1,75,1,,1,40,1,,1,61,1,,1,1,34,1,,1,1,66,1,,1,1,72,1,,1,1,64,1,,1,1,39,1,,1,1,60,1,,1,1,39,1,,1,1,61,1,,1,1,59,1,,1,1,36,1,,1,38,1,,1,63,1,,1,1,69,1,,1,1,71,1,,1,1,72,1,,1,1,61,1,,1,1,64,1,,1,1,65,1,,1,1,74,1,,1,1,34,1,,1,1,37,1,,1,1,73,1,beating and getting anger on one person without a reason.,6,1,theft_lo_group1_2|theft_lo_group4_2|catch_1|theft_lo_group2_1|theft_hi_solo_2|theft_lo_group4_1|theft_lo_group2_2|theft_hi_solo_1|theft_hi_group3_2|assault_lo_group0_1|assault_lo_group3_2|theft_hi_group4_1|assault_lo_group3_1|catch_2|theft_lo_group0_1|theft_lo_solo_1|assault_hi_group0_2|assault_hi_group0_1|assault_lo_group0_2|theft_hi_group1_1|theft_hi_group2_2|theft_hi_group0_1|assault_hi_group2_2|assault_hi_group3_2|assault_lo_group2_1|theft_hi_group1_2|assault_lo_group4_2|theft_hi_group3_1|theft_lo_group0_2|theft_lo_group3_2|theft_hi_group4_2|theft_hi_group0_2|assault_lo_solo_1|assault_hi_group4_1|assault_lo_group1_2|assault_hi_group4_2|assault_hi_group3_1|theft_lo_group3_1|theft_lo_solo_2|assault_hi_group1_2|assault_lo_group1_1|assault_hi_group1_1|assault_hi_group2_1|assault_hi_solo_1|theft_hi_group2_1|assault_lo_solo_2|assault_hi_solo_2|assault_lo_group2_2|theft_lo_group1_1|assault_lo_group4_1
2195237,1,1,1,1,1,1,15,5,35,1,8,7,USA,35,5,1,1,1,4,2,4,1,1,1,,1,46,1,,1,14,1,,1,1,31,1,,1,1,21,1,,1,1,40,1,,1,1,11,1,,1,1,15,1,,1,1,33,1,,1,1,26,1,,1,1,11,1,,1,1,26,1,,1,1,27,1,,1,83,1,,1,78,1,,1,1,53,1,,1,1,32,1,,1,1,60,1,,1,1,75,1,,1,1,85,1,,1,1,74,1,,1,1,87,1,,1,1,89,1,,1,1,82,1,,1,1,84,1,,1,37,1,,1,30,1,,1,1,34,1,,1,1,35,1,,1,1,21,1,,1,1,36,1,,1,1,35,1,,1,1,36,1,,1,1,42,1,,1,1,46,1,,1,1,53,1,,1,1,32,1,,1,54,1,,1,89,1,,1,1,54,1,,1,1,32,1,,1,1,100,1,,1,1,60,1,,1,1,90,1,,1,1,100,1,,1,1,53,1,,1,1,88,1,,1,1,100,1,,1,1,64,1,doing something that society sees as unacceptable,5,1,theft_hi_solo_1|theft_lo_group2_2|assault_hi_group4_2|theft_lo_group3_1|assault_lo_group1_2|theft_hi_group1_1|assault_hi_solo_1|theft_lo_group1_2|theft_lo_solo_1|assault_hi_solo_2|assault_lo_solo_2|assault_hi_group4_1|assault_lo_group2_1|assault_hi_group1_1|theft_lo_group1_1|assault_lo_group0_2|theft_lo_group4_2|theft_hi_group0_2|assault_lo_solo_1|theft_lo_group2_1|theft_hi_group4_2|assault_hi_group0_2|theft_hi_group1_2|theft_hi_group2_2|theft_lo_group4_1|theft_hi_group3_2|assault_lo_group4_1|assault_lo_group0_1|assault_lo_group3_1|theft_lo_group3_2|assault_lo_group4_2|assault_hi_group0_1|theft_hi_solo_2|theft_lo_group0_1|assault_hi_group2_2|theft_hi_group0_1|theft_lo_group0_2|theft_lo_solo_2|assault_hi_group1_2|assault_hi_group2_1|assault_hi_group3_2|theft_hi_group2_1|catch_2|theft_hi_group4_1|assault_lo_group3_2|theft_hi_group3_1|catch_1|assault_lo_group1_1|assault_lo_group2_2|assault_hi_group3_1
8902365,1,1,1,1,1,1,16,5,26,1,3,5,USA,26,10,1,1,1,4,2,4,1,1,1,,1,35,1,,1,18,1,,1,1,15,1,,1,1,7,1,,1,1,25,1,,1,1,25,1,,1,1,16,1,,1,1,41,1,,1,1,38,1,,1,1,10,1,,1,1,31,1,,1,1,22,1,,1,45,1,,1,65,1,,1,1,36,1,,1,1,35,1,,1,1,25,1,,1,1,50,1,,1,1,53,1,,1,1,40,1,,1,1,70,1,,1,1,54,1,,1,1,70,1,,1,1,66,1,,1,29,1,,1,31,1,,1,1,31,1,,1,1,29,1,,1,1,35,1,,1,1,35,1,,1,1,36,1,,1,1,35,1,,1,1,41,1,,1,1,54,1,,1,1,55,1,,1,1,45,1,,1,60,1,,1,73,1,,1,1,55,1,,1,1,55,1,,1,1,70,1,,1,1,60,1,,1,1,65,1,,1,1,70,1,,1,1,55,1,,1,1,70,1,,1,1,71,1,,1,1,60,1,"A crime is when someone breaks the law and does something that is truly wrong. For something to be a ""crime"" they have to break a law that has been put in place to deter that type of action. ",3,1,assault_hi_group4_2|theft_lo_group2_2|theft_hi_group3_1|catch_2|assault_hi_group1_1|assault_hi_group4_1|theft_lo_group0_2|assault_lo_solo_1|theft_hi_group3_2|assault_lo_group0_2|theft_lo_group4_2|assault_lo_group2_2|theft_hi_solo_1|theft_hi_group1_1|assault_lo_solo_2|catch_1|assault_lo_group4_1|assault_hi_group3_2|assault_hi_group1_2|assault_lo_group1_1|assault_hi_solo_2|theft_lo_group4_1|assault_hi_group3_1|assault_hi_group2_2|theft_hi_solo_2|theft_hi_group4_1|theft_lo_group1_1|theft_lo_group3_1|assault_hi_solo_1|theft_lo_group3_2|theft_lo_group2_1|assault_lo_group2_1|theft_lo_group1_2|assault_lo_group3_2|theft_hi_group0_2|theft_hi_group1_2|assault_lo_group0_1|theft_hi_group2_1|theft_lo_solo_2|assault_lo_group3_1|theft_lo_solo_1|assault_lo_group1_2|assault_hi_group2_1|theft_hi_group4_2|assault_hi_group0_2|assault_hi_group0_1|theft_lo_group0_1|theft_hi_group0_1|theft_hi_group2_2|assault_lo_group4_2
9216947,1,1,1,1,1,1,19,1,42,2,5,,USA,42,5,1,1,1,4,2,4,1,1,1,1,,81,1,1,,85,1,1,,1,90,1,1,,1,95,1,1,,1,79,1,1,,1,2,1,1,,1,89,1,1,,1,89,1,1,,1,90,1,1,,1,80,1,1,,1,94,1,1,,1,93,1,1,,93,1,1,,100,1,1,,1,91,1,1,,1,90,1,1,,1,93,1,1,,1,90,1,1,,1,98,1,1,,1,92,1,1,,1,98,1,1,,1,91,1,1,,1,98,1,1,,1,94,1,1,,77,1,1,,73,1,1,,1,78,1,1,,1,78,1,1,,1,73,1,1,,1,79,1,1,,1,76,1,1,,1,80,1,1,,1,77,1,1,,1,88,1,1,,1,92,1,1,,1,77,1,1,,100,1,1,,96,1,1,,1,76,1,1,,1,87,1,1,,1,89,1,1,,1,79,1,1,,1,98,1,1,,1,86,1,1,,1,90,1,1,,1,86,1,1,,1,93,1,1,,1,99,1,A crime is when someone does something that breaks the law. ,3,1,assault_hi_group1_1|assault_lo_group3_2|theft_lo_group1_2|theft_lo_group2_2|assault_lo_group3_1|theft_lo_group3_1|theft_hi_group4_2|theft_hi_group2_1|theft_hi_solo_1|assault_hi_group0_2|assault_lo_group2_1|assault_hi_group0_1|theft_hi_group1_2|assault_hi_group4_2|theft_hi_solo_2|assault_lo_group4_2|theft_hi_group2_2|assault_hi_group1_2|theft_lo_solo_2|assault_hi_group2_2|assault_hi_group3_2|theft_hi_group3_2|assault_lo_solo_1|theft_lo_group1_1|assault_lo_group4_1|assault_hi_solo_2|theft_lo_group0_2|catch_2|theft_lo_group2_1|theft_lo_group4_2|catch_1|theft_lo_group3_2|theft_hi_group0_2|assault_lo_solo_2|theft_lo_group0_1|theft_hi_group1_1|assault_lo_group2_2|assault_hi_solo_1|theft_hi_group0_1|assault_lo_group1_1|theft_hi_group3_1|assault_hi_group3_1|theft_lo_solo_1|assault_hi_group4_1|assault_hi_group2_1|theft_hi_group4_1|assault_lo_group0_2|theft_lo_group4_1|assault_lo_group0_1|assault_lo_group1_2
8330727,1,1,1,1,1,1,16,4,34,1,3,6,USA,34,5,1,1,1,4,2,4,1,1,1,,1,25,1,,1,24,1,,1,1,23,1,,1,1,24,1,,1,1,24,1,,1,1,24,1,,1,1,23,1,,1,1,23,1,,1,1,24,1,,1,1,24,1,,1,1,23,1,,1,1,22,1,,1,76,1,,1,97,1,,1,1,100,1,,1,1,6,1,,1,1,75,1,,1,1,77,1,,1,1,79,1,,1,1,77,1,,1,1,100,1,,1,1,99,1,,1,1,100,1,,1,1,100,1,,1,24,1,,1,21,1,,1,1,24,1,,1,1,25,1,,1,1,25,1,,1,1,25,1,,1,1,24,1,,1,1,24,1,,1,1,24,1,,1,1,25,1,,1,1,43,1,,1,1,24,1,,1,81,1,,1,84,1,,1,1,77,1,,1,1,77,1,,1,1,80,1,,1,1,76,1,,1,1,92,1,,1,1,84,1,,1,1,85,1,,1,1,100,1,,1,1,100,1,,1,1,77,1,Someone who breaks a significant law that hurts someone in some way.,4,1,theft_lo_group0_1|assault_lo_group3_2|theft_lo_group2_2|theft_hi_group3_2|assault_hi_group4_1|theft_lo_group0_2|assault_lo_group2_1|assault_lo_solo_2|theft_lo_group2_1|theft_lo_solo_1|theft_lo_group3_2|assault_lo_group0_2|assault_hi_group2_1|assault_hi_group0_2|assault_hi_group4_2|theft_hi_group4_1|assault_lo_group1_1|assault_hi_solo_1|assault_hi_solo_2|theft_hi_solo_1|theft_hi_group1_1|assault_hi_group3_2|theft_hi_group2_2|assault_lo_solo_1|theft_hi_group1_2|theft_hi_group0_2|assault_lo_group2_2|theft_lo_group4_2|assault_hi_group0_1|theft_lo_solo_2|theft_hi_group2_1|assault_lo_group0_1|assault_hi_group2_2|theft_lo_group4_1|assault_lo_group3_1|assault_hi_group3_1|assault_lo_group4_2|theft_hi_group3_1|theft_hi_solo_2|theft_lo_group3_1|assault_lo_group4_1|catch_1|theft_lo_group1_2|assault_lo_group1_2|theft_hi_group4_2|assault_hi_group1_1|theft_lo_group1_1|catch_2|assault_hi_group1_2|theft_hi_group0_1
1859128,1,1,1,1,1,1,16,1,28,1,3,3,USA,28,5,1,1,1,4,2,4,1,1,1,,1,56,1,,1,38,1,,1,1,11,1,,1,1,6,1,,1,1,24,1,,1,1,65,1,,1,1,35,1,,1,1,76,1,,1,1,86,1,,1,1,91,1,,1,1,100,1,,1,1,99,1,,1,67,1,,1,64,1,,1,1,24,1,,1,1,9,1,,1,1,30,1,,1,1,25,1,,1,1,76,1,,1,1,65,1,,1,1,88,1,,1,1,86,1,,1,1,99,1,,1,1,69,1,,1,45,1,,1,41,1,,1,1,11,1,,1,1,5,1,,1,1,63,1,,1,1,31,1,,1,1,59,1,,1,1,63,1,,1,1,76,1,,1,1,89,1,,1,1,93,1,,1,1,100,1,,1,62,1,,1,62,1,,1,1,20,1,,1,1,63,1,,1,1,34,1,,1,1,65,1,,1,1,50,1,,1,1,75,1,,1,1,76,1,,1,1,80,1,,1,1,91,1,,1,1,100,1,make the problem to other person by the behavior ,4,1,theft_hi_solo_2|theft_hi_solo_1|theft_hi_group3_2|assault_hi_group4_2|assault_hi_solo_1|assault_lo_group2_1|theft_lo_group4_1|theft_hi_group1_2|theft_lo_solo_1|theft_lo_group2_2|theft_lo_group2_1|theft_lo_solo_2|assault_hi_solo_2|assault_hi_group2_2|theft_hi_group0_2|theft_hi_group0_1|assault_hi_group0_1|assault_lo_group1_1|theft_lo_group1_2|assault_lo_group3_1|theft_hi_group4_1|theft_hi_group3_1|assault_lo_group0_2|assault_hi_group1_2|theft_lo_group3_1|assault_hi_group0_2|theft_hi_group4_2|assault_lo_group4_1|theft_hi_group2_1|theft_hi_group1_1|assault_lo_solo_1|assault_hi_group4_1|catch_2|theft_hi_group2_2|assault_lo_group3_2|theft_lo_group3_2|theft_lo_group4_2|theft_lo_group1_1|assault_lo_group4_2|assault_hi_group2_1|theft_lo_group0_2|catch_1|theft_lo_group0_1|assault_hi_group3_1|assault_hi_group3_2|assault_lo_group1_2|assault_lo_group2_2|assault_hi_group1_1|assault_lo_group0_1|assault_lo_solo_2
7279719,1,1,1,1,1,3,16,5,29,2,4,,USA,29,10,1,1,1,4,2,4,1,1,1,1,,55,1,1,,25,1,1,,1,30,1,1,,1,25,1,1,,1,10,1,1,,1,5,1,1,,1,35,1,1,,1,40,1,1,,1,55,1,1,,1,25,1,1,,1,40,1,1,,1,35,1,1,,85,1,1,,90,1,1,,1,75,1,1,,1,60,1,1,,1,65,1,1,,1,65,1,1,,1,90,1,1,,1,75,1,1,,1,95,1,1,,1,65,1,1,,1,95,1,1,,1,85,1,1,,70,1,1,,70,1,1,,1,71,1,1,,1,70,1,1,,1,70,1,1,,1,70,1,1,,1,70,1,1,,1,65,1,1,,1,65,1,1,,1,65,1,1,,1,70,1,1,,1,60,1,1,,70,1,1,,75,1,1,,1,75,1,1,,1,70,1,1,,1,75,1,1,,1,65,1,1,,1,76,1,1,,1,75,1,1,,1,75,1,1,,1,70,1,1,,1,75,1,1,,1,60,1,Crime can be defined as any wrongdoing that breaks the law.,1,1,assault_hi_group3_2|assault_lo_group1_2|assault_hi_solo_1|assault_lo_group0_2|assault_lo_group3_1|theft_hi_group3_2|theft_lo_group3_1|assault_lo_group4_2|assault_hi_group0_1|assault_hi_group2_1|theft_hi_group4_2|theft_lo_group3_2|assault_hi_group2_2|theft_lo_group2_2|theft_lo_solo_1|theft_hi_solo_1|theft_lo_group4_1|theft_lo_solo_2|assault_hi_group1_2|catch_2|theft_lo_group1_1|theft_lo_group0_1|theft_lo_group2_1|assault_hi_group0_2|theft_lo_group4_2|assault_hi_group4_1|theft_hi_group1_2|theft_hi_group4_1|theft_hi_group0_1|theft_hi_group3_1|assault_lo_solo_1|assault_hi_group3_1|theft_lo_group1_2|assault_lo_solo_2|theft_hi_group2_1|catch_1|assault_lo_group0_1|assault_hi_solo_2|assault_lo_group2_1|theft_hi_group1_1|assault_lo_group1_1|assault_hi_group4_2|assault_lo_group4_1|assault_hi_group1_1|theft_lo_group0_2|assault_lo_group3_2|theft_hi_solo_2|theft_hi_group0_2|assault_lo_group2_2|theft_hi_group2_2
2694678,1,1,1,1,1,1,14,1,26,2,4,5,USA,26,5,1,1,1,4,2,4,1,1,1,1,,75,1,1,,81,1,1,,1,86,1,1,,1,84,1,1,,1,87,1,1,,1,90,1,1,,1,77,1,1,,1,81,1,1,,1,83,1,1,,1,87,1,1,,1,90,1,1,,1,80,1,1,,90,1,1,,88,1,1,,1,83,1,1,,1,84,1,1,,1,85,1,1,,1,94,1,1,,1,88,1,1,,1,82,1,1,,1,87,1,1,,1,92,1,1,,1,93,1,1,,1,70,1,1,,86,1,1,,84,1,1,,1,83,1,1,,1,87,1,1,,1,89,1,1,,1,88,1,1,,1,84,1,1,,1,88,1,1,,1,85,1,1,,1,82,1,1,,1,89,1,1,,1,87,1,1,,91,1,1,,86,1,1,,1,84,1,1,,1,85,1,1,,1,88,1,1,,1,84,1,1,,1,86,1,1,,1,85,1,1,,1,86,1,1,,1,79,1,1,,1,80,1,1,,1,87,1,Motor Vehicle Theft. ... is crime ,6,1,assault_lo_group4_2|assault_lo_group2_2|theft_hi_solo_2|assault_lo_group2_1|theft_hi_group0_2|assault_hi_group2_2|theft_hi_group4_2|theft_hi_group3_2|theft_lo_group0_1|assault_hi_group1_2|theft_lo_group1_2|assault_hi_solo_2|assault_lo_group1_2|theft_lo_solo_2|theft_lo_group3_1|theft_lo_group4_2|assault_hi_solo_1|theft_lo_group4_1|assault_hi_group3_1|theft_lo_group3_2|assault_lo_group3_2|theft_lo_solo_1|theft_lo_group0_2|theft_hi_group0_1|theft_lo_group2_1|assault_hi_group1_1|assault_lo_solo_2|assault_hi_group0_1|assault_lo_group3_1|theft_hi_group2_2|theft_hi_group1_2|theft_hi_group4_1|catch_2|assault_lo_group0_1|theft_hi_group3_1|theft_hi_group1_1|assault_hi_group2_1|assault_hi_group3_2|theft_lo_group1_1|theft_hi_group2_1|theft_hi_solo_1|assault_lo_group4_1|assault_hi_group4_2|assault_lo_solo_1|assault_hi_group4_1|theft_lo_group2_2|assault_lo_group1_1|assault_lo_group0_2|assault_hi_group0_2|catch_1
