mTurkCode,Consent1,Consent2,Consent3,Consent4,Consent5,ethnicity,education,marital_status,age,gender,income,parent_income,country_born,usa_years,religion,Instruct1,Instruct2,Instruct3,Comprehension1,Comprehension2,Comprehension3,Comprehension4,Comprehension5,cue,vig,assault_lo_solo_1_1,cue,vig,assault_lo_solo_2_1,cue,vig,rev,assault_lo_group0_1_1,cue,vig,rev,assault_lo_group0_2_1,cue,vig,rev,assault_lo_group1_1_1,cue,vig,rev,assault_lo_group1_2_1,cue,vig,rev,assault_lo_group2_1_1,cue,vig,rev,assault_lo_group2_2_1,cue,vig,rev,assault_lo_group3_1_1,cue,vig,rev,assault_lo_group3_2_1,cue,vig,rev,assault_lo_group4_1_1,cue,vig,rev,assault_lo_group4_2_1,cue,vig,assault_hi_solo_1_1,cue,vig,assault_hi_solo_2_1,cue,vig,rev,assault_hi_group0_1_1,cue,vig,rev,assault_hi_group0_2_1,cue,vig,rev,assault_hi_group1_1_1,cue,vig,rev,assault_hi_group1_2_1,cue,vig,rev,assault_hi_group2_1_1,cue,vig,rev,assault_hi_group2_2_1,cue,vig,rev,assault_hi_group3_1_1,cue,vig,rev,assault_hi_group3_2_1,cue,vig,rev,assault_hi_group4_1_1,cue,vig,rev,assault_hi_group4_2_1,cue,vig,theft_lo_solo_1_1,cue,vig,theft_lo_solo_2_1,cue,vig,rev,theft_lo_group0_1_1,cue,vig,rev,theft_lo_group0_2_1,cue,vig,rev,theft_lo_group1_1_1,cue,vig,rev,theft_lo_group1_2_1,cue,vig,rev,theft_lo_group2_1_1,cue,vig,rev,theft_lo_group2_2_1,cue,vig,rev,theft_lo_group3_1_1,cue,vig,rev,theft_lo_group3_2_1,cue,vig,rev,theft_lo_group4_1_1,cue,vig,rev,theft_lo_group4_2_1,cue,vig,theft_hi_solo_1_1,cue,vig,theft_hi_solo_2_1,cue,vig,rev,theft_hi_group0_1_1,cue,vig,rev,theft_hi_group0_2_1,cue,vig,rev,theft_hi_group1_1_1,cue,vig,rev,theft_hi_group1_2_1,cue,vig,rev,theft_hi_group2_1_1,cue,vig,rev,theft_hi_group2_2_1,cue,vig,rev,theft_hi_group3_1_1,cue,vig,rev,theft_hi_group3_2_1,cue,vig,rev,theft_hi_group4_1_1,cue,vig,rev,theft_hi_group4_2_1,catch_1,catch_2,suspicion,debrief,DO-BR-FL_9
6015481,1,1,1,1,1,3,16,1,33,2,2,2,america,33,5,1,1,1,4,2,4,1,1,1,1,66,1,1,83,1,1,1,75,1,1,1,56,1,1,1,67,1,1,1,88,1,1,1,82,1,1,1,84,1,1,1,81,1,1,1,83,1,1,1,59,1,1,1,77,1,1,79,1,1,91,1,1,1,87,1,1,1,78,1,1,1,66,1,1,1,77,1,1,1,84,1,1,1,74,1,1,1,71,1,1,1,85,1,1,1,69,1,1,1,83,1,1,63,1,1,84,1,1,1,73,1,1,1,66,1,1,1,77,1,1,1,67,1,1,1,90,1,1,1,91,1,1,1,82,1,1,1,64,1,1,1,83,1,1,1,67,1,1,72,1,1,73,1,1,1,70,1,1,1,64,1,1,1,57,1,1,1,89,1,1,1,80,1,1,1,76,1,1,1,83,1,1,1,85,1,1,1,88,1,1,1,77,1,crime,5,1,assault_hi_group0_1|assault_lo_group1_2|assault_lo_group3_1|assault_hi_solo_2|theft_lo_group2_1|theft_hi_group4_1|catch_2|catch_1|theft_lo_group1_1|assault_lo_group0_2|theft_hi_group1_1|assault_lo_group0_1|theft_lo_group0_1|assault_lo_group2_1|theft_lo_solo_2|theft_lo_group4_1|assault_hi_group0_2|assault_hi_group3_2|theft_hi_group4_2|theft_lo_group3_1|theft_hi_group0_2|assault_hi_group1_1|theft_hi_solo_2|assault_hi_solo_1|assault_hi_group4_1|theft_hi_group0_1|theft_lo_group1_2|theft_lo_group2_2|theft_lo_group4_2|assault_lo_group1_1|theft_lo_solo_1|assault_lo_group4_1|theft_lo_group3_2|theft_lo_group0_2|assault_hi_group3_1|assault_lo_solo_1|assault_hi_group2_2|assault_lo_group4_2|theft_hi_solo_1|assault_hi_group2_1|theft_hi_group2_2|theft_hi_group2_1|assault_hi_group4_2|theft_hi_group3_1|theft_hi_group1_2|theft_hi_group3_2|assault_lo_group2_2|assault_lo_group3_2|assault_lo_solo_2|assault_hi_group1_2
8269693,1,1,1,1,1,1,16,4,31,1,2,,United States,31,10,1,1,1,4,2,4,1,1,1,1,35,1,1,45,1,1,1,35,1,1,1,25,1,1,1,35,1,1,1,25,1,1,1,45,1,1,1,45,1,1,1,10,1,1,1,45,1,1,1,35,1,1,1,10,1,1,67,1,1,60,1,1,1,75,1,1,1,60,1,1,1,77,1,1,1,65,1,1,1,70,1,1,1,75,1,1,1,76,1,1,1,76,1,1,1,65,1,1,1,51,1,1,65,1,1,60,1,1,1,60,1,1,1,61,1,1,1,65,1,1,1,60,1,1,1,60,1,1,1,60,1,1,1,65,1,1,1,60,1,1,1,55,1,1,1,60,1,1,65,1,1,60,1,1,1,70,1,1,1,60,1,1,1,75,1,1,1,70,1,1,1,75,1,1,1,60,1,1,1,75,1,1,1,70,1,1,1,76,1,1,1,76,1,A crime is breaking the law. ,5,1,assault_hi_group1_2|assault_hi_group2_1|assault_lo_group4_2|assault_hi_group4_2|theft_hi_group0_2|theft_lo_group1_1|theft_lo_group2_2|catch_1|assault_hi_group3_1|theft_lo_group2_1|assault_hi_solo_2|theft_hi_group2_2|assault_hi_group3_2|theft_lo_solo_2|assault_lo_group2_1|assault_lo_group2_2|theft_hi_group3_1|theft_hi_solo_1|catch_2|theft_lo_group1_2|theft_hi_group1_1|theft_hi_solo_2|assault_lo_group3_2|assault_hi_group2_2|theft_hi_group2_1|theft_hi_group4_2|assault_lo_solo_1|theft_hi_group4_1|theft_lo_group4_2|theft_lo_group0_1|assault_lo_group4_1|assault_hi_group4_1|assault_lo_group3_1|assault_lo_group0_2|theft_hi_group3_2|assault_lo_group1_2|assault_hi_group0_1|theft_hi_group1_2|assault_hi_solo_1|theft_lo_group3_2|theft_lo_solo_1|theft_lo_group3_1|assault_lo_solo_2|theft_hi_group0_1|assault_lo_group1_1|assault_lo_group0_1|assault_hi_group0_2|theft_lo_group0_2|theft_lo_group4_1|assault_hi_group1_1
339300,1,1,1,1,1,1,16,4,55,1,2,,United States,55,5,1,1,1,4,2,4,1,1,1,1,2,1,1,11,1,1,1,14,1,1,1,3,1,1,1,10,1,1,1,16,1,1,1,8,1,1,1,6,1,1,1,3,1,1,1,56,1,1,1,8,1,1,1,25,1,1,62,1,1,35,1,1,1,91,1,1,1,7,1,1,1,85,1,1,1,94,1,1,1,73,1,1,1,93,1,1,1,81,1,1,1,100,1,1,1,61,1,1,1,36,1,1,43,1,1,64,1,1,1,32,1,1,1,29,1,1,1,10,1,1,1,25,1,1,1,24,1,1,1,30,1,1,1,62,1,1,1,24,1,1,1,9,1,1,1,10,1,1,56,1,1,25,1,1,1,9,1,1,1,34,1,1,1,77,1,1,1,47,1,1,1,96,1,1,1,40,1,1,1,82,1,1,1,44,1,1,1,76,1,1,1,92,1,It's an unauthorized action performed by someone to take advantage of another.,3,1,theft_hi_solo_2|theft_lo_group1_2|theft_lo_group0_2|assault_lo_group0_1|theft_hi_group4_1|assault_hi_group0_2|theft_hi_group4_2|theft_hi_group1_2|theft_hi_group1_1|assault_lo_solo_1|assault_lo_group3_1|theft_hi_group2_1|theft_lo_solo_2|assault_hi_group2_1|assault_lo_group3_2|theft_lo_group0_1|catch_2|theft_lo_group2_2|theft_hi_solo_1|assault_lo_group1_2|assault_lo_group4_2|theft_lo_solo_1|assault_hi_group3_1|assault_hi_group2_2|assault_hi_group3_2|assault_hi_solo_1|theft_lo_group2_1|assault_hi_solo_2|theft_lo_group1_1|assault_lo_group2_2|theft_lo_group4_2|theft_hi_group3_2|theft_lo_group3_2|assault_lo_group1_1|assault_lo_group0_2|theft_hi_group3_1|assault_hi_group0_1|theft_lo_group4_1|theft_hi_group2_2|assault_lo_group4_1|assault_hi_group4_2|assault_lo_group2_1|theft_hi_group0_1|catch_1|theft_lo_group3_1|assault_hi_group4_1|assault_hi_group1_1|theft_hi_group0_2|assault_hi_group1_2|assault_lo_solo_2
3848217,1,1,1,1,1,1,16,4,43,1,4,,USA,43,5,1,1,1,4,2,4,1,1,1,1,24,1,1,21,1,1,1,25,1,1,1,14,1,1,1,34,1,1,1,24,1,1,1,43,1,1,1,27,1,1,1,8,1,1,1,56,1,1,1,18,1,1,1,26,1,1,83,1,1,39,1,1,1,82,1,1,1,38,1,1,1,82,1,1,1,86,1,1,1,83,1,1,1,73,1,1,1,84,1,1,1,87,1,1,1,65,1,1,1,64,1,1,28,1,1,23,1,1,1,39,1,1,1,39,1,1,1,39,1,1,1,38,1,1,1,35,1,1,1,33,1,1,1,35,1,1,1,38,1,1,1,37,1,1,1,23,1,1,39,1,1,33,1,1,1,41,1,1,1,38,1,1,1,59,1,1,1,41,1,1,1,73,1,1,1,41,1,1,1,41,1,1,1,43,1,1,1,62,1,1,1,77,1,crime is a action taken that is in violation of any number of laws;,3,1,theft_hi_solo_2|assault_hi_group2_2|assault_hi_group4_1|theft_hi_group4_2|theft_lo_group0_1|theft_hi_group4_1|catch_2|theft_lo_group3_1|theft_hi_group2_1|assault_lo_group0_2|assault_hi_group3_1|theft_hi_group1_2|assault_hi_group1_2|theft_lo_group3_2|assault_lo_group3_2|assault_hi_group3_2|assault_lo_group2_1|theft_lo_group1_2|assault_lo_group3_1|assault_lo_group1_1|theft_hi_group1_1|theft_lo_group1_1|theft_lo_group0_2|theft_hi_solo_1|theft_hi_group3_1|assault_hi_group0_1|theft_hi_group2_2|assault_hi_solo_2|theft_lo_group4_1|assault_hi_group4_2|theft_hi_group0_1|assault_lo_group1_2|theft_hi_group3_2|theft_lo_group2_1|assault_hi_group0_2|assault_lo_solo_1|assault_lo_group4_2|theft_lo_group2_2|assault_hi_group2_1|catch_1|theft_hi_group0_2|assault_lo_group2_2|assault_hi_group1_1|theft_lo_solo_2|assault_hi_solo_1|assault_lo_group4_1|theft_lo_solo_1|assault_lo_group0_1|theft_lo_group4_2|assault_lo_solo_2
898383,1,1,1,1,1,1,16,1,30,1,6,,US,30,5,1,1,1,4,2,4,1,1,1,1,30,1,1,65,1,1,1,46,1,1,1,57,1,1,1,45,1,1,1,36,1,1,1,26,1,1,1,44,1,1,1,32,1,1,1,63,1,1,1,41,1,1,1,15,1,1,64,1,1,71,1,1,1,91,1,1,1,57,1,1,1,74,1,1,1,64,1,1,1,67,1,1,1,87,1,1,1,68,1,1,1,72,1,1,1,54,1,1,1,44,1,1,61,1,1,68,1,1,1,54,1,1,1,58,1,1,1,61,1,1,1,45,1,1,1,57,1,1,1,65,1,1,1,58,1,1,1,59,1,1,1,60,1,1,1,61,1,1,59,1,1,63,1,1,1,58,1,1,1,66,1,1,1,67,1,1,1,74,1,1,1,61,1,1,1,66,1,1,1,59,1,1,1,64,1,1,1,70,1,1,1,59,1,when someone breaks the law ,5,1,assault_lo_group1_2|assault_hi_group0_1|theft_hi_group3_1|assault_lo_group4_2|theft_lo_group0_1|assault_hi_solo_2|theft_lo_group1_2|assault_hi_group1_1|theft_lo_solo_2|theft_lo_group2_1|assault_lo_group2_1|theft_lo_group3_2|theft_lo_group0_2|assault_lo_solo_2|catch_1|theft_hi_group0_2|assault_lo_group1_1|assault_lo_group0_2|theft_hi_group1_1|assault_hi_group2_2|theft_hi_solo_1|theft_lo_solo_1|assault_lo_group0_1|assault_hi_group2_1|catch_2|theft_lo_group1_1|assault_hi_group4_2|theft_lo_group2_2|assault_lo_group3_1|theft_hi_group2_2|assault_hi_group4_1|assault_lo_group3_2|assault_hi_group3_2|assault_hi_solo_1|theft_lo_group4_1|theft_lo_group3_1|theft_lo_group4_2|assault_lo_group2_2|assault_lo_group4_1|theft_hi_group0_1|assault_hi_group1_2|assault_lo_solo_1|theft_hi_solo_2|theft_hi_group4_2|theft_hi_group3_2|assault_hi_group0_2|theft_hi_group4_1|assault_hi_group3_1|theft_hi_group2_1|theft_hi_group1_2
3804483,1,1,1,1,1,3,21,1,30,1,5,3,USA,25,5,1,1,1,4,2,4,1,1,1,1,34,1,1,35,1,1,1,28,1,1,1,61,1,1,1,44,1,1,1,80,1,1,1,69,1,1,1,58,1,1,1,57,1,1,1,78,1,1,1,70,1,1,1,83,1,1,47,1,1,40,1,1,1,25,1,1,1,74,1,1,1,54,1,1,1,89,1,1,1,56,1,1,1,60,1,1,1,82,1,1,1,66,1,1,1,83,1,1,1,65,1,1,41,1,1,57,1,1,1,43,1,1,1,38,1,1,1,55,1,1,1,47,1,1,1,80,1,1,1,57,1,1,1,69,1,1,1,78,1,1,1,87,1,1,1,70,1,1,39,1,1,72,1,1,1,34,1,1,1,74,1,1,1,58,1,1,1,57,1,1,1,86,1,1,1,77,1,1,1,48,1,1,1,84,1,1,1,56,1,1,1,84,1,crime is a illegal statement and not good for nation and country.,2,1,theft_lo_group4_2|theft_hi_group3_1|theft_hi_solo_2|assault_hi_group3_2|assault_hi_group2_1|assault_lo_group3_2|theft_lo_group3_2|assault_hi_group4_2|assault_lo_solo_1|assault_hi_group1_1|assault_lo_solo_2|assault_hi_solo_2|assault_hi_group2_2|theft_lo_group1_1|theft_hi_solo_1|theft_lo_group3_1|theft_hi_group3_2|theft_lo_group4_1|assault_hi_group1_2|assault_hi_group4_1|assault_lo_group0_1|assault_lo_group4_2|theft_hi_group1_1|assault_hi_solo_1|theft_lo_group1_2|theft_lo_solo_1|theft_lo_solo_2|assault_lo_group0_2|assault_lo_group3_1|theft_hi_group0_1|assault_hi_group3_1|theft_lo_group2_1|theft_hi_group2_2|theft_hi_group0_2|assault_lo_group1_2|assault_hi_group0_1|assault_lo_group1_1|theft_lo_group2_2|theft_hi_group4_1|catch_1|theft_lo_group0_2|theft_lo_group0_1|assault_lo_group4_1|assault_lo_group2_1|theft_hi_group1_2|assault_lo_group2_2|theft_hi_group4_2|theft_hi_group2_1|assault_hi_group0_2|catch_2
1851884,1,1,1,1,1,1,1,1,28,1,2,2,USA,28,4,1,1,1,4,2,4,1,1,1,1,94,1,1,86,1,1,1,87,1,1,1,89,1,1,1,88,1,1,1,88,1,1,1,97,1,1,1,92,1,1,1,93,1,1,1,97,1,1,1,92,1,1,1,85,1,1,98,1,1,90,1,1,1,81,1,1,1,88,1,1,1,97,1,1,1,86,1,1,1,88,1,1,1,99,1,1,1,94,1,1,1,92,1,1,1,88,1,1,1,94,1,1,94,1,1,95,1,1,1,92,1,1,1,96,1,1,1,97,1,1,1,93,1,1,1,94,1,1,1,92,1,1,1,91,1,1,1,92,1,1,1,91,1,1,1,86,1,1,97,1,1,92,1,1,1,84,1,1,1,92,1,1,1,84,1,1,1,92,1,1,1,95,1,1,1,83,1,1,1,82,1,1,1,99,1,1,1,91,1,1,1,85,1,crime is not allowed for this country ,5,1,assault_hi_group4_1|theft_lo_group1_1|theft_hi_group0_1|catch_1|theft_hi_group1_2|assault_lo_solo_1|theft_lo_group4_1|assault_lo_solo_2|theft_lo_group0_2|theft_lo_group4_2|theft_hi_group2_2|catch_2|theft_hi_group1_1|theft_lo_solo_2|assault_lo_group1_1|theft_hi_solo_1|assault_lo_group3_1|assault_hi_group1_2|assault_lo_group4_1|assault_hi_group2_1|theft_lo_group0_1|theft_hi_group3_2|assault_lo_group0_2|assault_hi_group3_1|theft_hi_group4_2|assault_lo_group2_2|theft_lo_group3_2|theft_lo_group2_2|assault_hi_solo_1|theft_hi_group4_1|assault_hi_group3_2|assault_lo_group0_1|assault_lo_group1_2|theft_hi_solo_2|assault_hi_group1_1|theft_hi_group3_1|theft_lo_solo_1|assault_lo_group4_2|theft_hi_group2_1|assault_lo_group2_1|theft_hi_group0_2|theft_lo_group1_2|assault_hi_group2_2|assault_hi_solo_2|theft_lo_group3_1|assault_lo_group3_2|theft_lo_group2_1|assault_hi_group0_2|assault_hi_group4_2|assault_hi_group0_1
6935837,1,1,1,1,1,1,16,1,42,1,4,4,usa,40,5,1,1,1,4,2,4,1,1,1,1,66,1,1,40,1,1,1,68,1,1,1,62,1,1,1,68,1,1,1,79,1,1,1,70,1,1,1,51,1,1,1,39,1,1,1,66,1,1,1,66,1,1,1,41,1,1,65,1,1,40,1,1,1,68,1,1,1,42,1,1,1,61,1,1,1,64,1,1,1,60,1,1,1,40,1,1,1,43,1,1,1,74,1,1,1,45,1,1,1,39,1,1,71,1,1,66,1,1,1,69,1,1,1,35,1,1,1,61,1,1,1,61,1,1,1,63,1,1,1,69,1,1,1,73,1,1,1,61,1,1,1,59,1,1,1,41,1,1,67,1,1,63,1,1,1,62,1,1,1,62,1,1,1,69,1,1,1,41,1,1,1,25,1,1,1,74,1,1,1,66,1,1,1,63,1,1,1,59,1,1,1,71,1,crime was a very unhealthy activity,3,1,theft_lo_group3_1|theft_lo_group1_2|theft_hi_group1_1|theft_lo_solo_1|assault_hi_solo_1|theft_lo_solo_2|assault_hi_group2_2|assault_lo_group3_1|theft_lo_group4_1|assault_hi_group2_1|theft_hi_solo_2|assault_lo_group0_1|catch_1|assault_hi_group0_1|theft_lo_group4_2|theft_hi_group4_1|theft_lo_group1_1|assault_hi_group3_1|theft_hi_group0_2|theft_hi_solo_1|assault_hi_group4_1|assault_hi_group1_1|theft_hi_group1_2|theft_lo_group0_1|assault_hi_solo_2|theft_lo_group3_2|assault_hi_group4_2|assault_lo_group0_2|assault_lo_group1_2|theft_hi_group2_1|assault_hi_group3_2|assault_lo_group2_2|catch_2|theft_hi_group2_2|theft_lo_group2_1|assault_lo_group4_2|theft_lo_group2_2|theft_hi_group0_1|theft_lo_group0_2|assault_lo_group3_2|theft_hi_group4_2|assault_lo_solo_2|assault_lo_group4_1|assault_lo_group2_1|theft_hi_group3_2|assault_lo_solo_1|theft_hi_group3_1|assault_hi_group0_2|assault_lo_group1_1|assault_hi_group1_2
8663210,1,1,1,1,1,1,16,4,25,1,4,5,usa,25,5,1,1,1,4,2,4,1,1,1,1,76,1,1,79,1,1,1,67,1,1,1,77,1,1,1,75,1,1,1,69,1,1,1,77,1,1,1,69,1,1,1,72,1,1,1,79,1,1,1,70,1,1,1,72,1,1,67,1,1,75,1,1,1,67,1,1,1,70,1,1,1,65,1,1,1,71,1,1,1,76,1,1,1,73,1,1,1,75,1,1,1,76,1,1,1,72,1,1,1,72,1,1,70,1,1,68,1,1,1,75,1,1,1,83,1,1,1,64,1,1,1,65,1,1,1,74,1,1,1,70,1,1,1,79,1,1,1,60,1,1,1,62,1,1,1,77,1,1,64,1,1,76,1,1,1,74,1,1,1,83,1,1,1,64,1,1,1,78,1,1,1,70,1,1,1,59,1,1,1,64,1,1,1,66,1,1,1,77,1,1,1,77,1,Crimes other than murder do not receive a punishment that mimics the crime - for .... It's based on the political principle that a state should fulfil its obligations in the ... use capital punishment have been able to find other punishments that enable the ... If such states exist then capital punishment is unnecessary and should be ...,5,1,assault_hi_group4_2|theft_lo_group4_1|theft_hi_group2_2|theft_hi_group3_1|theft_lo_group2_2|theft_lo_group3_2|theft_lo_solo_1|assault_hi_group1_1|assault_hi_solo_1|theft_lo_group1_1|assault_hi_group0_1|assault_lo_group3_1|catch_2|theft_hi_group2_1|theft_hi_group3_2|theft_hi_solo_1|assault_lo_group2_2|theft_hi_group1_1|theft_lo_group1_2|assault_hi_group0_2|theft_lo_group0_1|assault_lo_group2_1|assault_lo_group4_1|assault_lo_group4_2|theft_lo_group2_1|theft_hi_group0_1|theft_hi_group4_2|assault_hi_solo_2|theft_hi_group0_2|theft_hi_group1_2|assault_hi_group3_2|assault_lo_group3_2|theft_lo_group3_1|assault_hi_group4_1|theft_lo_group0_2|assault_lo_group1_2|assault_hi_group2_1|theft_hi_solo_2|assault_hi_group1_2|assault_lo_group0_1|theft_lo_solo_2|assault_hi_group3_1|assault_lo_solo_1|theft_hi_group4_1|assault_lo_solo_2|assault_lo_group0_2|catch_1|assault_lo_group1_1|theft_lo_group4_2|assault_hi_group2_2
3559952,1,1,1,1,1,1,12,1,71,1,2,6,USA,71,4,1,1,1,4,2,4,1,1,1,1,76,1,1,76,1,1,1,66,1,1,1,76,1,1,1,76,1,1,1,74,1,1,1,77,1,1,1,77,1,1,1,77,1,1,1,97,1,1,1,56,1,1,1,77,1,1,100,1,1,97,1,1,1,99,1,1,1,95,1,1,1,95,1,1,1,100,1,1,1,97,1,1,1,98,1,1,1,95,1,1,1,98,1,1,1,98,1,1,1,92,1,1,81,1,1,75,1,1,1,77,1,1,1,81,1,1,1,80,1,1,1,77,1,1,1,77,1,1,1,79,1,1,1,80,1,1,1,75,1,1,1,79,1,1,1,75,1,1,75,1,1,78,1,1,1,78,1,1,1,76,1,1,1,76,1,1,1,94,1,1,1,82,1,1,1,76,1,1,1,88,1,1,1,85,1,1,1,92,1,1,1,82,1,UNJUST,4,1,theft_hi_group3_2|theft_lo_group0_1|assault_lo_group4_1|theft_hi_group1_1|assault_hi_group3_1|assault_lo_group0_1|assault_hi_group4_1|theft_lo_group3_2|assault_lo_group3_2|theft_hi_group2_2|assault_lo_group1_2|assault_lo_group1_1|theft_hi_group1_2|assault_hi_group3_2|theft_hi_solo_1|theft_lo_group4_2|assault_lo_solo_1|assault_lo_solo_2|assault_hi_solo_1|theft_lo_group1_1|theft_lo_solo_1|theft_lo_group2_1|theft_lo_solo_2|assault_hi_group0_2|theft_hi_group2_1|theft_hi_solo_2|theft_hi_group0_2|theft_hi_group0_1|catch_1|theft_lo_group1_2|theft_lo_group0_2|assault_hi_group4_2|assault_hi_group1_1|assault_lo_group4_2|assault_lo_group0_2|assault_lo_group2_1|assault_hi_solo_2|assault_hi_group1_2|catch_2|theft_hi_group4_2|theft_lo_group2_2|theft_hi_group3_1|assault_lo_group2_2|theft_lo_group4_1|assault_lo_group3_1|assault_hi_group2_2|assault_hi_group2_1|theft_hi_group4_1|theft_lo_group3_1|assault_hi_group0_1
3903093,1,1,1,1,1,1,12,2,28,1,6,7,USA,28,5,1,1,1,4,2,4,1,1,1,1,51,1,1,51,1,1,1,16,1,1,1,8,1,1,1,51,1,1,1,25,1,1,1,51,1,1,1,61,1,1,1,50,1,1,1,58,1,1,1,86,1,1,1,51,1,1,51,1,1,51,1,1,1,51,1,1,1,51,1,1,1,51,1,1,1,78,1,1,1,51,1,1,1,51,1,1,1,51,1,1,1,85,1,1,1,90,1,1,1,51,1,1,55,1,1,51,1,1,1,76,1,1,1,15,1,1,1,54,1,1,1,15,1,1,1,51,1,1,1,51,1,1,1,81,1,1,1,90,1,1,1,51,1,1,1,54,1,1,51,1,1,56,1,1,1,9,1,1,1,51,1,1,1,31,1,1,1,23,1,1,1,51,1,1,1,51,1,1,1,51,1,1,1,86,1,1,1,81,1,1,1,56,1,"a crime is an unlawful act punishable by a state or other authority. The term ""crime"" does not, in modern criminal law, have any simple and universally accepted definition, though statutory definitions have been provided for certain purposes.",5,1,theft_lo_group0_1|assault_lo_group3_1|assault_lo_group1_1|theft_lo_solo_1|assault_hi_group0_2|assault_hi_group3_1|theft_lo_group4_1|theft_hi_group2_2|assault_hi_group0_1|assault_lo_group3_2|theft_hi_solo_2|assault_lo_group4_2|theft_hi_group0_2|assault_hi_solo_1|theft_lo_group1_1|assault_hi_group1_1|theft_hi_group3_1|theft_lo_group4_2|assault_hi_group4_2|theft_hi_group4_2|assault_lo_group2_2|theft_lo_group3_1|theft_hi_group4_1|theft_hi_group1_1|theft_lo_group2_1|theft_lo_group2_2|assault_hi_group1_2|assault_lo_group2_1|assault_lo_solo_1|assault_hi_group2_2|theft_hi_group1_2|catch_1|theft_hi_group3_2|assault_lo_group1_2|assault_hi_group2_1|assault_lo_group0_1|theft_hi_solo_1|assault_lo_group4_1|theft_hi_group2_1|assault_hi_group3_2|theft_lo_group1_2|assault_hi_group4_1|theft_lo_group3_2|theft_lo_group0_2|theft_hi_group0_1|catch_2|assault_lo_solo_2|assault_hi_solo_2|assault_lo_group0_2|theft_lo_solo_2
4121697,1,1,1,1,1,1,12,4,23,1,3,4,united states,23,4,1,1,1,4,2,4,1,1,1,1,69,1,1,66,1,1,1,51,1,1,1,51,1,1,1,43,1,1,1,59,1,1,1,51,1,1,1,40,1,1,1,68,1,1,1,51,1,1,1,51,1,1,1,51,1,1,51,1,1,51,1,1,1,67,1,1,1,51,1,1,1,76,1,1,1,51,1,1,1,66,1,1,1,59,1,1,1,68,1,1,1,51,1,1,1,68,1,1,1,69,1,1,78,1,1,33,1,1,1,51,1,1,1,51,1,1,1,30,1,1,1,59,1,1,1,51,1,1,1,51,1,1,1,75,1,1,1,69,1,1,1,51,1,1,1,85,1,1,47,1,1,51,1,1,1,51,1,1,1,51,1,1,1,66,1,1,1,51,1,1,1,71,1,1,1,62,1,1,1,75,1,1,1,72,1,1,1,81,1,1,1,93,1,Something done against the law.,2,1,assault_lo_group4_2|theft_lo_group3_2|assault_hi_group1_2|theft_hi_group4_2|assault_hi_group4_2|theft_hi_group2_1|theft_lo_group1_1|theft_hi_group3_1|theft_lo_group2_2|assault_hi_group1_1|theft_lo_group0_2|theft_lo_group0_1|assault_hi_group4_1|assault_lo_group4_1|theft_hi_group3_2|assault_lo_group2_1|assault_lo_group1_2|theft_hi_group1_2|assault_hi_group3_2|theft_hi_group2_2|theft_hi_solo_1|assault_lo_solo_1|catch_2|assault_lo_group3_2|assault_hi_group2_1|assault_hi_group0_1|theft_hi_group1_1|theft_lo_group4_2|theft_lo_group2_1|assault_lo_group2_2|theft_hi_group4_1|theft_lo_group1_2|theft_lo_solo_2|theft_hi_group0_2|theft_lo_group4_1|assault_lo_group0_1|theft_lo_group3_1|assault_lo_solo_2|assault_hi_solo_1|assault_hi_solo_2|theft_lo_solo_1|assault_hi_group3_1|assault_lo_group0_2|assault_lo_group1_1|theft_hi_group0_1|assault_hi_group0_2|assault_hi_group2_2|catch_1|theft_hi_solo_2|assault_lo_group3_1
